-75.34700       4.88883        6.08    8
-75.33017       4.87050        3.08    6
-75.36750       4.86867        20.00   7
-75.40067       4.94467        7.00    10
-75.30917       4.88167        1.95    7
-75.33250       4.86400        3.48    8
-75.32283       4.89917        0.48    7
-75.31483       4.87667        2.93    8
-75.31367       4.90533        2.98    7
-75.31367       4.90533        2.98    7
-75.32200       4.89367        0.19    8
-75.31517       4.88633        0.47    7
-75.30566       4.86867        18.00   8
-75.32283       4.89350        0.29    7
-75.32183       4.89600        0.02    8
-75.17150       4.90500        8.68    6
-75.31517       4.88317        2.67    8
-75.32034       4.87700        3.97    8
-75.30666       4.88233        1.08    6
-75.32450       4.89200        0.58    9
-75.33183       4.88800        2.43    7
-75.31500       4.90383        0.66    9
-75.46367       4.97017        9.49    9
-75.33600       4.88667        1.12    8
-75.31167       4.89917        0.96    10
-75.32533       4.89467        0.18    8
-75.32350       4.88167        0.87    7
-75.35384       4.69367        7.07    11
-75.31650       4.88500        2.17    9
-75.30666       4.87633        3.45    8
-75.31517       4.89817        0.09    8
-75.31517       4.89817        0.09    8
-75.32633       4.89050        0.61    7
-75.33234       4.87600        2.79    7
-75.31367       4.89817        1.80    6
-75.31367       4.89817        1.80    6
-75.31284       4.86817        3.93    9
-75.32967       4.87417        2.63    9
-75.31316       4.88717        1.06    7
-75.30650       4.87900        2.70    8
-75.33916       4.85483        4.28    8
-75.31067       4.88317        1.23    8
-75.34800       4.85983        3.36    8
-75.34550       4.85683        3.42    7
-75.33234       4.87050        5.00    7
-75.33667       4.86850        3.21    6
-75.33667       4.86850        3.21    6
-75.34184       4.87517        4.17    8
-75.32433       4.86667        3.43    7
-75.33150       4.84983        3.64    8
-75.39333       4.49167        5.00    7
-75.33366       4.86567        2.84    11
-75.32433       4.87283        3.08    7
-75.32433       4.87283        3.08    7
-75.33400       4.86700        4.46    10
-75.31400       4.87817        3.56    8
-75.31400       4.88700        0.74    11
-75.31316       4.88083        3.00    9
-75.31533       4.87700        2.92    11
-75.32217       4.89600        1.03    11
-75.33033       4.87050        4.50    8
-75.38400       4.47317        7.15    13
-75.32616       4.89033        0.24    6
-75.32567       4.89200        0.64    10
-75.30000       4.88150        2.36    8
-75.29867       4.87850        4.43    8
-75.31416       4.87600        3.71    8
-75.32333       4.89467        0.13    11
-75.32333       4.89467        0.13    11
-75.32600       4.87283        3.69    10
-75.32300       4.89567        1.38    8
-75.32350       4.87433        4.54    12
-75.32950       4.86117        4.82    10
-75.32767       4.86683        3.86    14
-75.32100       4.88283        4.60    12
-75.32433       4.89967        1.71    7
-75.32516       4.89267        0.05    8
-75.32350       4.89617        0.93    7
-75.32350       4.89617        0.93    7
-75.33033       4.87050        3.55    8
-75.33050       4.86750        3.44    11
-75.32833       4.88917        1.57    9
-75.44366       4.87950        11.04   11
-75.25816       4.83333        5.78    12
-75.32950       4.86767        3.37    9
-75.34283       4.67850        1.38    10
-75.32967       4.86950        3.54    10
-75.32484       4.89383        2.96    7
-75.31300       4.88400        1.44    8
-75.31216       4.87517        3.63    9
-75.32500       4.89750        1.80    5
-75.33366       4.86550        3.79    8
-75.32917       4.87433        3.72    8
-75.32484       4.89100        0.65    9
-75.32784       4.87367        3.87    12
-75.33134       4.86500        4.00    8
-75.30783       4.90900        3.29    8
-75.30783       4.90900        3.29    8
-75.33017       4.86417        3.62    12
-75.33300       4.86683        3.42    10
-75.30334       4.90717        4.99    10
-75.30200       4.90900        4.49    12
-75.29800       4.90900        6.00    11
-75.30283       4.90600        4.71    10
-75.30300       4.90667        4.75    9
-75.31267       4.87400        4.00    8
-75.31316       4.87683        3.31    10
-75.33317       4.86600        3.36    10
-75.30250       4.90900        5.20    6
-75.34483       4.89717        6.09    10
-75.34116       4.89550        6.42    8
