           4   5.00000007E-02
   6.95000029      0.269999892            5057
   6.95000029       4.00000000               0
   7.05000019       0.00000000               0
   7.05000019      0.100000009            5058
   7.05000019      0.299999863            5059
   7.05000019       4.00000000               0
   7.15000010       0.00000000               0
   7.15000010      0.105000012            5060
   7.15000010      0.209999934            5061
   7.15000010      0.319999844            5062
   7.15000010      0.484999686            5063
   7.15000010       4.00000000               0
   7.25000000       0.00000000               0
   7.25000000      0.309999853            5064
   7.25000000      0.424999744            5065
   7.25000000      0.554999650            5066
   7.25000000       1.48999882            5067
   7.25000000       4.00000000               0
   7.34999990       0.00000000               0
   7.34999990      0.444999725            5068
   7.34999990      0.574999630            5069
   7.34999990      0.724999487            5070
   7.34999990       1.42999887            5071
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029      0.544999659            5072
   7.45000029      0.689999521            5073
   7.45000029       1.02499926            5074
   7.45000029       1.93499839            5075
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019      0.699999511            5076
   7.55000019      0.879999340            5077
   7.55000019       1.33999896            5078
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010      0.764999449            5079
   7.65000010      0.959999263            5080
   7.65000010       1.33999896            5081
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000      0.874999344            5082
   7.75000000       1.11499918            5083
   7.75000000       1.48499882            5084
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990      0.914999306            5085
   7.84999990       1.20999908            5086
   7.84999990       1.40499890            5087
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029      0.964999259            5088
   7.95000029       1.25999904            5089
   7.95000029       1.43999887            5090
   7.95000029       1.80499852            5091
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019      0.869999349            5092
   8.05000019       1.15999913            5093
   8.05000019       1.35499895            5094
   8.05000019       1.58999872            5095
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057      0.849999368            5096
   8.15000057       1.13499916            5097
   8.15000057       1.34999895            5098
   8.15000057       1.54999876            5099
   8.15000057       1.96999836            5100
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000      0.929999292            5101
   8.25000000       1.19999909            5102
   8.25000000       1.40999889            5103
   8.25000000       1.67999864            5104
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
   8.35000038      0.964999259            5105
   8.35000038       1.24499905            5106
   8.35000038       1.40999889            5107
   8.35000038       1.67499864            5108
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981      0.949999273            5109
   8.44999981       1.20999908            5110
   8.44999981       1.38999891            5111
   8.44999981       1.59499872            5112
   8.44999981       2.18500257            5113
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019      0.944999278            5114
   8.55000019       1.13999915            5115
   8.55000019       1.30999899            5116
   8.55000019       1.48499882            5117
   8.55000019       1.88999844            5118
   8.55000019       4.00000000               0
   8.65000057       0.00000000               0
   8.65000057      0.949999273            5119
   8.65000057       1.12499917            5120
   8.65000057       1.27499902            5121
   8.65000057       1.52499878            5122
   8.65000057       1.82999849            5123
   8.65000057       4.00000000               0
   8.75000000       0.00000000               0
   8.75000000      0.819999397            5124
   8.75000000       1.03999925            5125
   8.75000000       1.22499907            5126
   8.75000000       1.42499888            5127
   8.75000000       1.68999863            5128
   8.75000000       2.03999925            5129
   8.75000000       4.00000000               0
   8.85000038       0.00000000               0
   8.85000038      0.814999402            5130
   8.85000038       1.00999928            5131
   8.85000038       1.18499911            5132
   8.85000038       1.46999884            5133
   8.85000038       1.74499857            5134
   8.85000038       4.00000000               0
   8.94999981       0.00000000               0
   8.94999981      0.759999454            5135
   8.94999981      0.994999230            5136
   8.94999981       1.20999908            5137
   8.94999981       1.47499883            5138
   8.94999981       2.07500005            5139
   8.94999981       4.00000000               0
   9.05000019       0.00000000               0
   9.05000019      0.734999478            5140
   9.05000019       1.02499926            5141
   9.05000019       1.27999902            5142
   9.05000019       1.76999855            5143
   9.05000019       4.00000000               0
   9.15000057       0.00000000               0
   9.15000057      0.889999330            5144
   9.15000057       1.57999873            5145
   9.15000057       4.00000000               0
   9.25000000       0.00000000               0
   9.25000000       1.40499890            5146
   9.25000000       4.00000000               0
   9.35000038       0.00000000               0
   9.35000038       1.75999856            5147
   9.35000038       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
         170   6.15000010    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   5.05000019       0.00000000               0
   5.05000019       1.40999889            5148
   5.05000019       4.00000000               0
   5.15000010       0.00000000               0
   5.15000010       1.45499885            5149
   5.15000010       4.00000000               0
   5.34999990       0.00000000               0
   5.34999990       1.64999866            5150
   5.34999990       4.00000000               0
   5.45000029       0.00000000               0
   5.45000029       1.20999908            5151
   5.45000029       4.00000000               0
   5.55000019       0.00000000               0
   5.55000019       1.05499923            5152
   5.55000019       4.00000000               0
   5.65000010       0.00000000               0
   5.65000010       1.04499924            5153
   5.65000010       4.00000000               0
   5.75000000       0.00000000               0
   5.75000000       1.16999912            5154
   5.75000000       4.00000000               0
   5.84999990       0.00000000               0
   5.84999990       1.38999891            5155
   5.84999990       4.00000000               0
   6.55000019       0.00000000               0
   6.55000019       1.30499899            5156
   6.55000019       4.00000000               0
   6.65000010       0.00000000               0
   6.65000010      0.614999592            5157
   6.65000010       4.00000000               0
   6.75000000       0.00000000               0
   6.75000000      0.739999473            5158
   6.75000000       4.00000000               0
   6.84999990       0.00000000               0
   6.84999990      0.994999230            5159
   6.84999990       4.00000000               0
   7.05000019       0.00000000               0
   7.05000019      0.154999986            5160
   7.05000019      0.294999868            5161
   7.05000019       4.00000000               0
   7.15000010       0.00000000               0
   7.15000010      0.214999929            5162
   7.15000010      0.329999834            5163
   7.15000010      0.464999706            5164
   7.15000010       4.00000000               0
   7.25000000       0.00000000               0
   7.25000000      0.369999796            5165
   7.25000000      0.499999672            5166
   7.25000000      0.664999545            5167
   7.25000000       4.00000000               0
   7.34999990       0.00000000               0
   7.34999990      0.479999691            5168
   7.34999990      0.629999578            5169
   7.34999990      0.799999416            5170
   7.34999990       2.13000131            5171
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029      0.619999588            5172
   7.45000029      0.784999430            5173
   7.45000029       1.37499893            5174
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019      0.744999468            5175
   7.55000019       1.02999926            5176
   7.55000019       1.42499888            5177
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010      0.784999430            5178
   7.65000010       1.07999921            5179
   7.65000010       1.49999881            5180
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000      0.889999330            5181
   7.75000000       1.28999901            5182
   7.75000000       1.62999868            5183
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990      0.939999282            5184
   7.84999990       1.34499896            5185
   7.84999990       1.59999871            5186
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029      0.909999311            5187
   7.95000029       1.24499905            5188
   7.95000029       1.47999883            5189
   7.95000029       2.09000039            5190
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019      0.949999273            5191
   8.05000019       1.23999906            5192
   8.05000019       1.40999889            5193
   8.05000019       1.72499859            5194
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057      0.944999278            5195
   8.15000057       1.19999909            5196
   8.15000057       1.40499890            5197
   8.15000057       1.74499857            5198
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000      0.934999287            5199
   8.25000000       1.21999907            5200
   8.25000000       1.43499887            5201
   8.25000000       1.82999849            5202
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
   8.35000038      0.979999244            5203
   8.35000038       1.24499905            5204
   8.35000038       1.44999886            5205
   8.35000038       1.65999866            5206
   8.35000038       2.17500234            5207
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981      0.944999278            5208
   8.44999981       1.19999909            5209
   8.44999981       1.37999892            5210
   8.44999981       1.55999875            5211
   8.44999981       1.90499842            5212
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019      0.944999278            5213
   8.55000019       1.16499913            5214
   8.55000019       1.32999897            5215
   8.55000019       1.57499874            5216
   8.55000019       2.58501172            5217
   8.55000019       4.00000000               0
   8.65000057       0.00000000               0
   8.65000057      0.954999268            5218
   8.65000057       1.11499918            5219
   8.65000057       1.28499901            5220
   8.65000057       1.51499879            5221
   8.65000057       2.01499867            5222
   8.65000057       4.00000000               0
   8.75000000       0.00000000               0
   8.75000000      0.854999363            5223
   8.75000000       1.03999925            5224
   8.75000000       1.22499907            5225
   8.75000000       1.59999871            5226
   8.75000000       2.06499982            5227
   8.75000000       4.00000000               0
   8.85000038       0.00000000               0
   8.85000038      0.844999373            5228
   8.85000038       1.07499921            5229
   8.85000038       1.33999896            5230
   8.85000038       1.56499875            5231
   8.85000038       4.00000000               0
   8.94999981       0.00000000               0
   8.94999981      0.874999344            5232
   8.94999981       1.10499918            5233
   8.94999981       1.29499900            5234
   8.94999981       1.68499863            5235
   8.94999981       4.00000000               0
   9.05000019       0.00000000               0
   9.05000019      0.849999368            5236
   9.05000019       1.18499911            5237
   9.05000019       1.66499865            5238
   9.05000019       4.00000000               0
   9.15000057       0.00000000               0
   9.15000057       1.04999924            5239
   9.15000057       4.00000000               0
   9.25000000       0.00000000               0
   9.25000000       1.70499861            5240
   9.25000000       4.00000000               0
   9.35000038       0.00000000               0
   9.35000038       2.19500279            5241
   9.35000038       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
         132   6.25000000    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   5.25000000       0.00000000               0
   5.25000000       2.28500485            5242
   5.25000000       4.00000000               0
   5.34999990       0.00000000               0
   5.34999990      0.954999268            5243
   5.34999990       4.00000000               0
   5.45000029       0.00000000               0
   5.45000029      0.999999225            5244
   5.45000029       4.00000000               0
   5.55000019       0.00000000               0
   5.55000019       1.09999919            5245
   5.55000019       4.00000000               0
   5.65000010       0.00000000               0
   5.65000010       1.64999866            5246
   5.65000010       4.00000000               0
   7.15000010       0.00000000               0
   7.15000010      0.349999815            5247
   7.15000010      0.479999691            5248
   7.15000010      0.719999492            5249
   7.15000010       4.00000000               0
   7.25000000       0.00000000               0
   7.25000000      0.414999753            5250
   7.25000000      0.564999640            5251
   7.25000000      0.744999468            5252
   7.25000000       4.00000000               0
   7.34999990       0.00000000               0
   7.34999990      0.524999678            5253
   7.34999990      0.704999506            5254
   7.34999990       1.40499890            5255
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029      0.654999554            5256
   7.45000029      0.844999373            5257
   7.45000029       1.49499881            5258
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019      0.809999406            5259
   7.55000019       1.03999925            5260
   7.55000019       1.43999887            5261
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010      0.874999344            5262
   7.65000010       1.25499904            5263
   7.65000010       1.84499848            5264
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000      0.934999287            5265
   7.75000000       1.31999898            5266
   7.75000000       1.65999866            5267
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990      0.994999230            5268
   7.84999990       1.37499893            5269
   7.84999990       1.59499872            5270
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029       1.01499927            5271
   7.95000029       1.39499891            5272
   7.95000029       1.74999857            5273
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019      0.959999263            5274
   8.05000019       1.27499902            5275
   8.05000019       1.46499884            5276
   8.05000019       1.86499846            5277
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057      0.924999297            5278
   8.15000057       1.30499899            5279
   8.15000057       1.51499879            5280
   8.15000057       1.94499838            5281
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000       1.03999925            5282
   8.25000000       1.36499894            5283
   8.25000000       1.53999877            5284
   8.25000000       1.89999843            5285
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
   8.35000038      0.964999259            5286
   8.35000038       1.26499903            5287
   8.35000038       1.47999883            5288
   8.35000038       1.73499858            5289
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981      0.949999273            5290
   8.44999981       1.24499905            5291
   8.44999981       1.42499888            5292
   8.44999981       1.60499871            5293
   8.44999981       1.82999849            5294
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019      0.949999273            5295
   8.55000019       1.14999914            5296
   8.55000019       1.32999897            5297
   8.55000019       1.60999870            5298
   8.55000019       2.46000886            5299
   8.55000019       4.00000000               0
   8.65000057       0.00000000               0
   8.65000057      0.934999287            5300
   8.65000057       1.08499920            5301
   8.65000057       1.30999899            5302
   8.65000057       1.79999852            5303
   8.65000057       4.00000000               0
   8.75000000       0.00000000               0
   8.75000000      0.954999268            5304
   8.75000000       1.12999916            5305
   8.75000000       1.36999893            5306
   8.75000000       1.83499849            5307
   8.75000000       4.00000000               0
   8.85000038       0.00000000               0
   8.85000038      0.929999292            5308
   8.85000038       1.14499915            5309
   8.85000038       1.51499879            5310
   8.85000038       2.18000245            5311
   8.85000038       4.00000000               0
   8.94999981       0.00000000               0
   8.94999981      0.874999344            5312
   8.94999981       1.16499913            5313
   8.94999981       1.56499875            5314
   8.94999981       4.00000000               0
   9.05000019       0.00000000               0
   9.05000019      0.949999273            5315
   9.05000019       1.41999888            5316
   9.05000019       4.00000000               0
   9.15000057       0.00000000               0
   9.15000057       1.14999914            5317
   9.15000057       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
         113   6.34999990    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   5.25000000       0.00000000               0
   5.25000000      0.929999292            5318
   5.25000000       4.00000000               0
   5.55000019       0.00000000               0
   5.55000019       1.58999872            5319
   5.55000019       4.00000000               0
   7.15000010       0.00000000               0
   7.15000010      0.524999678            5320
   7.15000010      0.924999297            5321
   7.15000010       4.00000000               0
   7.25000000       0.00000000               0
   7.25000000      0.489999682            5322
   7.25000000      0.664999545            5323
   7.25000000       4.00000000               0
   7.34999990       0.00000000               0
   7.34999990      0.609999597            5324
   7.34999990      0.824999392            5325
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029      0.719999492            5326
   7.45000029       1.09499919            5327
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019      0.794999421            5328
   7.55000019       1.31499898            5329
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010      0.914999306            5330
   7.65000010       1.25999904            5331
   7.65000010       1.61999869            5332
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000       1.00499928            5333
   7.75000000       1.40499890            5334
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990      0.934999287            5335
   7.84999990       1.28999901            5336
   7.84999990       1.49499881            5337
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029       1.09499919            5338
   7.95000029       1.39499891            5339
   7.95000029       1.86999846            5340
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019      0.944999278            5341
   8.05000019       1.31499898            5342
   8.05000019       1.51999879            5343
   8.05000019       1.95999837            5344
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057      0.949999273            5345
   8.15000057       1.36499894            5346
   8.15000057       1.56499875            5347
   8.15000057       1.94499838            5348
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000      0.999999225            5349
   8.25000000       1.37499893            5350
   8.25000000       1.58499873            5351
   8.25000000       1.87999845            5352
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
   8.35000038      0.959999263            5353
   8.35000038       1.27499902            5354
   8.35000038       1.48499882            5355
   8.35000038       1.69999862            5356
   8.35000038       2.03999925            5357
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981      0.934999287            5358
   8.44999981       1.17499912            5359
   8.44999981       1.37999892            5360
   8.44999981       1.64499867            5361
   8.44999981       2.21500325            5362
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019      0.914999306            5363
   8.55000019       1.13499916            5364
   8.55000019       1.33499897            5365
   8.55000019       1.60499871            5366
   8.55000019       4.00000000               0
   8.65000057       0.00000000               0
   8.65000057       1.00499928            5367
   8.65000057       1.19999909            5368
   8.65000057       1.47499883            5369
   8.65000057       4.00000000               0
   8.75000000       0.00000000               0
   8.75000000      0.954999268            5370
   8.75000000       1.14999914            5371
   8.75000000       1.65499866            5372
   8.75000000       4.00000000               0
   8.85000038       0.00000000               0
   8.85000038      0.974999249            5373
   8.85000038       1.24999905            5374
   8.85000038       1.57499874            5375
   8.85000038       4.00000000               0
   8.94999981       0.00000000               0
   8.94999981      0.949999273            5376
   8.94999981       1.25999904            5377
   8.94999981       2.48000932            5378
   8.94999981       4.00000000               0
   9.05000019       0.00000000               0
   9.05000019       1.05499923            5379
   9.05000019       4.00000000               0
   9.15000057       0.00000000               0
   9.15000057       1.46999884            5380
   9.15000057       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
         106   6.45000029    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   5.45000029       0.00000000               0
   5.45000029       1.50999880            5381
   5.45000029       4.00000000               0
   7.15000010       0.00000000               0
   7.15000010      0.679999530            5382
   7.15000010       4.00000000               0
   7.25000000       0.00000000               0
   7.25000000      0.644999564            5383
   7.25000000       1.53499877            5384
   7.25000000       4.00000000               0
   7.34999990       0.00000000               0
   7.34999990      0.669999540            5385
   7.34999990      0.959999263            5386
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029      0.744999468            5387
   7.45000029       1.07499921            5388
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019      0.889999330            5389
   7.55000019       1.49999881            5390
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010      0.959999263            5391
   7.65000010       1.42499888            5392
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000      0.969999254            5393
   7.75000000       1.44999886            5394
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990      0.984999239            5395
   7.84999990       1.35999894            5396
   7.84999990       1.66999865            5397
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029      0.989999235            5398
   7.95000029       1.36499894            5399
   7.95000029       1.59999871            5400
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019      0.974999249            5401
   8.05000019       1.35499895            5402
   8.05000019       1.57999873            5403
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057       1.14499915            5404
   8.15000057       1.40999889            5405
   8.15000057       1.62999868            5406
   8.15000057       1.98499835            5407
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000      0.934999287            5408
   8.25000000       1.26999903            5409
   8.25000000       1.44999886            5410
   8.25000000       1.68499863            5411
   8.25000000       2.06499982            5412
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
   8.35000038      0.939999282            5413
   8.35000038       1.30499899            5414
   8.35000038       1.49999881            5415
   8.35000038       1.75499856            5416
   8.35000038       2.18500257            5417
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981      0.974999249            5418
   8.44999981       1.23499906            5419
   8.44999981       1.42999887            5420
   8.44999981       1.94499838            5421
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019       1.00499928            5422
   8.55000019       1.21999907            5423
   8.55000019       1.47999883            5424
   8.55000019       2.02999902            5425
   8.55000019       4.00000000               0
   8.65000057       0.00000000               0
   8.65000057       1.01999927            5426
   8.65000057       1.27999902            5427
   8.65000057       1.82499850            5428
   8.65000057       4.00000000               0
   8.75000000       0.00000000               0
   8.75000000       1.00499928            5429
   8.75000000       1.38999891            5430
   8.75000000       1.75999856            5431
   8.75000000       4.00000000               0
   8.85000038       0.00000000               0
   8.85000038      0.974999249            5432
   8.85000038       1.29999900            5433
   8.85000038       2.52001023            5434
   8.85000038       4.00000000               0
   8.94999981       0.00000000               0
   8.94999981       1.05999923            5435
   8.94999981       1.51999879            5436
   8.94999981       4.00000000               0
   9.05000019       0.00000000               0
   9.05000019       1.15499914            5437
   9.05000019       4.00000000               0
   9.15000057       0.00000000               0
   9.15000057       1.97999835            5438
   9.15000057       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
          94   6.55000019    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   5.34999990       0.00000000               0
   5.34999990       1.58999872            5439
   5.34999990       4.00000000               0
   7.25000000       0.00000000               0
   7.25000000      0.769999444            5440
   7.25000000       4.00000000               0
   7.34999990       0.00000000               0
   7.34999990      0.754999459            5441
   7.34999990       1.19999909            5442
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029      0.819999397            5443
   7.45000029       1.47999883            5444
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019      0.874999344            5445
   7.55000019       1.54499876            5446
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010      0.934999287            5447
   7.65000010       1.41499889            5448
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000       1.10499918            5449
   7.75000000       1.56499875            5450
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990      0.959999263            5451
   7.84999990       1.38499892            5452
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029       1.16999912            5453
   7.95000029       1.46999884            5454
   7.95000029       2.06499982            5455
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019       1.06999922            5456
   8.05000019       1.40999889            5457
   8.05000019       1.80999851            5458
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057      0.994999230            5459
   8.15000057       1.34499896            5460
   8.15000057       1.58999872            5461
   8.15000057       2.01999879            5462
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000      0.909999311            5463
   8.25000000       1.31999898            5464
   8.25000000       1.51999879            5465
   8.25000000       1.88999844            5466
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
   8.35000038      0.929999292            5467
   8.35000038       1.26499903            5468
   8.35000038       1.47999883            5469
   8.35000038       1.91999841            5470
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981      0.984999239            5471
   8.44999981       1.21999907            5472
   8.44999981       1.41999888            5473
   8.44999981       1.71499860            5474
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019       1.00499928            5475
   8.55000019       1.27499902            5476
   8.55000019       1.83499849            5477
   8.55000019       4.00000000               0
   8.65000057       0.00000000               0
   8.65000057       1.03499925            5478
   8.65000057       1.50499880            5479
   8.65000057       2.17500234            5480
   8.65000057       4.00000000               0
   8.75000000       0.00000000               0
   8.75000000       1.01499927            5481
   8.75000000       1.47999883            5482
   8.75000000       2.75501561            5483
   8.75000000       4.00000000               0
   8.85000038       0.00000000               0
   8.85000038       1.03499925            5484
   8.85000038       1.48499882            5485
   8.85000038       4.00000000               0
   8.94999981       0.00000000               0
   8.94999981       1.09499919            5486
   8.94999981       1.84999847            5487
   8.94999981       4.00000000               0
   9.05000019       0.00000000               0
   9.05000019       1.26499903            5488
   9.05000019       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
          86   6.65000010    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   7.25000000       0.00000000               0
   7.25000000      0.839999378            5489
   7.25000000       4.00000000               0
   7.34999990       0.00000000               0
   7.34999990      0.889999330            5490
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029      0.794999421            5491
   7.45000029       1.40999889            5492
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019      0.934999287            5493
   7.55000019       1.77999854            5494
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010      0.939999282            5495
   7.65000010       1.46999884            5496
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000       1.00499928            5497
   7.75000000       1.50499880            5498
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990       1.22999907            5499
   7.84999990       1.54999876            5500
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029       1.04999924            5501
   7.95000029       1.44999886            5502
   7.95000029       2.12000108            5503
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019      0.904999316            5504
   8.05000019       1.30999899            5505
   8.05000019       1.58499873            5506
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057      0.839999378            5507
   8.15000057       1.31499898            5508
   8.15000057       1.58499873            5509
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000      0.884999335            5510
   8.25000000       1.29499900            5511
   8.25000000       1.54999876            5512
   8.25000000       2.00999856            5513
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
   8.35000038      0.964999259            5514
   8.35000038       1.29999900            5515
   8.35000038       1.53999877            5516
   8.35000038       2.00499845            5517
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981       1.05499923            5518
   8.44999981       1.39999890            5519
   8.44999981       1.90499842            5520
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019       1.02499926            5521
   8.55000019       1.24999905            5522
   8.55000019       1.95999837            5523
   8.55000019       4.00000000               0
   8.65000057       0.00000000               0
   8.65000057       1.02999926            5524
   8.65000057       1.53499877            5525
   8.65000057       2.13000131            5526
   8.65000057       4.00000000               0
   8.75000000       0.00000000               0
   8.75000000       1.02499926            5527
   8.75000000       1.69499862            5528
   8.75000000       4.00000000               0
   8.85000038       0.00000000               0
   8.85000038       1.08499920            5529
   8.85000038       1.71999860            5530
   8.85000038       4.00000000               0
   8.94999981       0.00000000               0
   8.94999981       1.18499911            5531
   8.94999981       4.00000000               0
   9.05000019       0.00000000               0
   9.05000019       1.36499894            5532
   9.05000019       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
          78   6.75000000    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   7.25000000       0.00000000               0
   7.25000000       2.03499913            5533
   7.25000000       4.00000000               0
   7.34999990       0.00000000               0
   7.34999990      0.889999330            5534
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029      0.919999301            5535
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019      0.934999287            5536
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010       1.07499921            5537
   7.65000010       1.65999866            5538
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000      0.969999254            5539
   7.75000000       1.46999884            5540
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990       1.05999923            5541
   7.84999990       1.45999885            5542
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029       1.08499920            5543
   7.95000029       1.50999880            5544
   7.95000029       2.34000611            5545
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019       1.09999919            5546
   8.05000019       1.43499887            5547
   8.05000019       1.99999833            5548
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057      0.904999316            5549
   8.15000057       1.34499896            5550
   8.15000057       1.62499869            5551
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000      0.869999349            5552
   8.25000000       1.30999899            5553
   8.25000000       1.56999874            5554
   8.25000000       2.06999993            5555
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
